ticker,expiration,strike,type,openInterest
INTC,2025-03-21,11.0,call,712.0
INTC,2025-03-21,12.0,call,350.0
INTC,2025-03-21,13.0,call,201.0
INTC,2025-03-21,14.0,call,778.0
INTC,2025-03-21,15.0,call,1477.0
INTC,2025-03-21,16.0,call,2128.0
INTC,2025-03-21,16.5,call,1.0
INTC,2025-03-21,17.0,call,1124.0
INTC,2025-03-21,17.5,call,7.0
INTC,2025-03-21,18.0,call,2622.0
INTC,2025-03-21,18.5,call,548.0
INTC,2025-03-21,19.0,call,4163.0
INTC,2025-03-21,19.5,call,1444.0
INTC,2025-03-21,20.0,call,37519.0
INTC,2025-03-21,20.5,call,2598.0
INTC,2025-03-21,21.0,call,22903.0
INTC,2025-03-21,21.5,call,8084.0
INTC,2025-03-21,22.0,call,48096.0
INTC,2025-03-21,22.5,call,4689.0
INTC,2025-03-21,23.0,call,38564.0
INTC,2025-03-21,23.5,call,3124.0
INTC,2025-03-21,24.0,call,19485.0
INTC,2025-03-21,24.5,call,3266.0
INTC,2025-03-21,25.0,call,79089.0
INTC,2025-03-21,25.5,call,6000.0
INTC,2025-03-21,26.0,call,42598.0
INTC,2025-03-21,26.5,call,613.0
INTC,2025-03-21,27.0,call,2988.0
INTC,2025-03-21,27.5,call,84861.0
INTC,2025-03-21,28.0,call,1542.0
INTC,2025-03-21,28.5,call,217.0
INTC,2025-03-21,29.0,call,13695.0
INTC,2025-03-21,29.5,call,155.0
INTC,2025-03-21,30.0,call,140836.0
INTC,2025-03-21,31.0,call,8666.0
INTC,2025-03-21,32.0,call,41.0
INTC,2025-03-21,32.5,call,6612.0
INTC,2025-03-21,33.0,call,26.0
INTC,2025-03-21,34.0,call,13321.0
INTC,2025-03-21,35.0,call,36668.0
INTC,2025-03-21,36.0,call,2537.0
INTC,2025-03-21,37.5,call,11084.0
INTC,2025-03-21,39.0,call,949.0
INTC,2025-03-21,40.0,call,43031.0
INTC,2025-03-21,42.5,call,2149.0
INTC,2025-03-21,45.0,call,20655.0
INTC,2025-03-21,47.0,call,1830.0
INTC,2025-03-21,50.0,call,10541.0
INTC,2025-03-21,55.0,call,6731.0
INTC,2025-03-21,60.0,call,3167.0
INTC,2025-03-21,65.0,call,7728.0
INTC,2025-03-21,10.0,put,416.0
INTC,2025-03-21,11.0,put,285.0
INTC,2025-03-21,12.0,put,1650.0
INTC,2025-03-21,13.0,put,9201.0
INTC,2025-03-21,14.0,put,3117.0
INTC,2025-03-21,15.0,put,114375.0
INTC,2025-03-21,16.0,put,7800.0
INTC,2025-03-21,16.5,put,16.0
INTC,2025-03-21,17.0,put,19894.0
INTC,2025-03-21,17.5,put,1341.0
INTC,2025-03-21,18.0,put,18137.0
INTC,2025-03-21,18.5,put,2133.0
INTC,2025-03-21,19.0,put,33967.0
INTC,2025-03-21,19.5,put,3715.0
INTC,2025-03-21,20.0,put,38705.0
INTC,2025-03-21,20.5,put,3256.0
INTC,2025-03-21,21.0,put,20819.0
INTC,2025-03-21,21.5,put,1276.0
INTC,2025-03-21,22.0,put,28323.0
INTC,2025-03-21,22.5,put,1632.0
INTC,2025-03-21,23.0,put,14680.0
INTC,2025-03-21,23.5,put,4851.0
INTC,2025-03-21,24.0,put,14931.0
INTC,2025-03-21,24.5,put,741.0
INTC,2025-03-21,25.0,put,42595.0
INTC,2025-03-21,25.5,put,127.0
INTC,2025-03-21,26.0,put,11214.0
INTC,2025-03-21,26.5,put,209.0
INTC,2025-03-21,27.0,put,88.0
INTC,2025-03-21,27.5,put,15340.0
INTC,2025-03-21,28.0,put,61.0
INTC,2025-03-21,28.5,put,4.0
INTC,2025-03-21,29.0,put,4102.0
INTC,2025-03-21,29.5,put,1.0
INTC,2025-03-21,30.0,put,15556.0
INTC,2025-03-21,31.0,put,209.0
INTC,2025-03-21,32.5,put,17.0
INTC,2025-03-21,33.0,put,1.0
INTC,2025-03-21,34.0,put,1.0
INTC,2025-03-21,35.0,put,7.0
INTC,2025-03-21,36.0,put,6.0
INTC,2025-03-21,37.5,put,0.0
INTC,2025-03-21,39.0,put,0.0
INTC,2025-03-21,40.0,put,45.0
INTC,2025-03-21,42.5,put,0.0
INTC,2025-03-21,45.0,put,5.0
INTC,2025-03-21,47.0,put,5.0
INTC,2025-03-21,50.0,put,0.0
INTC,2025-03-21,55.0,put,0.0
INTC,2025-03-21,60.0,put,0.0
INTC,2025-03-21,65.0,put,0.0
INTC,2025-03-28,14.5,call,16.0
INTC,2025-03-28,15.0,call,92.0
INTC,2025-03-28,15.5,call,15.0
INTC,2025-03-28,16.0,call,15.0
INTC,2025-03-28,16.5,call,23.0
INTC,2025-03-28,17.0,call,58.0
INTC,2025-03-28,17.5,call,13.0
INTC,2025-03-28,18.0,call,139.0
INTC,2025-03-28,18.5,call,147.0
INTC,2025-03-28,19.0,call,375.0
INTC,2025-03-28,19.5,call,102.0
INTC,2025-03-28,20.0,call,5219.0
INTC,2025-03-28,20.5,call,1550.0
INTC,2025-03-28,21.0,call,2397.0
INTC,2025-03-28,21.5,call,1006.0
INTC,2025-03-28,22.0,call,3837.0
INTC,2025-03-28,22.5,call,1448.0
INTC,2025-03-28,23.0,call,5142.0
INTC,2025-03-28,23.5,call,1833.0
INTC,2025-03-28,24.0,call,4588.0
INTC,2025-03-28,24.5,call,1144.0
INTC,2025-03-28,25.0,call,4503.0
INTC,2025-03-28,25.5,call,705.0
INTC,2025-03-28,26.0,call,2495.0
INTC,2025-03-28,26.5,call,1065.0
INTC,2025-03-28,27.0,call,2984.0
INTC,2025-03-28,27.5,call,379.0
INTC,2025-03-28,28.0,call,4752.0
INTC,2025-03-28,28.5,call,164.0
INTC,2025-03-28,29.0,call,1985.0
INTC,2025-03-28,29.5,call,247.0
INTC,2025-03-28,30.0,call,6553.0
INTC,2025-03-28,31.0,call,314.0
INTC,2025-03-28,32.0,call,1440.0
INTC,2025-03-28,33.0,call,146.0
INTC,2025-03-28,34.0,call,55.0
INTC,2025-03-28,35.0,call,2208.0
INTC,2025-03-28,36.0,call,8.0
INTC,2025-03-28,37.0,call,31.0
INTC,2025-03-28,38.0,call,10.0
INTC,2025-03-28,39.0,call,67.0
INTC,2025-03-28,14.5,put,2.0
INTC,2025-03-28,15.0,put,137.0
INTC,2025-03-28,15.5,put,551.0
INTC,2025-03-28,16.0,put,642.0
INTC,2025-03-28,16.5,put,478.0
INTC,2025-03-28,17.0,put,302.0
INTC,2025-03-28,17.5,put,536.0
INTC,2025-03-28,18.0,put,3452.0
INTC,2025-03-28,18.5,put,543.0
INTC,2025-03-28,19.0,put,1997.0
INTC,2025-03-28,19.5,put,1512.0
INTC,2025-03-28,20.0,put,11598.0
INTC,2025-03-28,20.5,put,1827.0
INTC,2025-03-28,21.0,put,1769.0
INTC,2025-03-28,21.5,put,1124.0
INTC,2025-03-28,22.0,put,4936.0
INTC,2025-03-28,22.5,put,508.0
INTC,2025-03-28,23.0,put,2234.0
INTC,2025-03-28,23.5,put,524.0
INTC,2025-03-28,24.0,put,631.0
INTC,2025-03-28,24.5,put,413.0
INTC,2025-03-28,25.0,put,538.0
INTC,2025-03-28,25.5,put,85.0
INTC,2025-03-28,26.0,put,300.0
INTC,2025-03-28,26.5,put,3.0
INTC,2025-03-28,27.0,put,404.0
INTC,2025-03-28,27.5,put,119.0
INTC,2025-03-28,28.0,put,110.0
INTC,2025-03-28,28.5,put,4.0
INTC,2025-03-28,29.0,put,77.0
INTC,2025-03-28,29.5,put,5.0
INTC,2025-03-28,30.0,put,92.0
INTC,2025-03-28,31.0,put,14.0
INTC,2025-03-28,32.0,put,1.0
INTC,2025-03-28,33.0,put,1.0
INTC,2025-03-28,34.0,put,0.0
INTC,2025-03-28,35.0,put,2.0
INTC,2025-03-28,36.0,put,0.0
INTC,2025-03-28,37.0,put,0.0
INTC,2025-03-28,38.0,put,0.0
INTC,2025-03-28,39.0,put,0.0
INTC,2025-04-04,15.0,call,21.0
INTC,2025-04-04,16.0,call,11.0
INTC,2025-04-04,16.5,call,4.0
INTC,2025-04-04,17.0,call,5.0
INTC,2025-04-04,17.5,call,59.0
INTC,2025-04-04,18.0,call,49.0
INTC,2025-04-04,18.5,call,23.0
INTC,2025-04-04,19.0,call,190.0
INTC,2025-04-04,19.5,call,139.0
INTC,2025-04-04,20.0,call,893.0
INTC,2025-04-04,20.5,call,742.0
INTC,2025-04-04,21.0,call,2670.0
INTC,2025-04-04,21.5,call,826.0
INTC,2025-04-04,22.0,call,1806.0
INTC,2025-04-04,22.5,call,1092.0
INTC,2025-04-04,23.0,call,3327.0
INTC,2025-04-04,23.5,call,1083.0
INTC,2025-04-04,24.0,call,2303.0
INTC,2025-04-04,24.5,call,446.0
INTC,2025-04-04,25.0,call,2029.0
INTC,2025-04-04,25.5,call,996.0
INTC,2025-04-04,26.0,call,1154.0
INTC,2025-04-04,26.5,call,777.0
INTC,2025-04-04,27.0,call,759.0
INTC,2025-04-04,27.5,call,1330.0
INTC,2025-04-04,28.0,call,3764.0
INTC,2025-04-04,28.5,call,1319.0
INTC,2025-04-04,29.0,call,685.0
INTC,2025-04-04,29.5,call,147.0
INTC,2025-04-04,30.0,call,3074.0
INTC,2025-04-04,31.0,call,384.0
INTC,2025-04-04,32.0,call,184.0
INTC,2025-04-04,33.0,call,132.0
INTC,2025-04-04,34.0,call,109.0
INTC,2025-04-04,35.0,call,2308.0
INTC,2025-04-04,36.0,call,31.0
INTC,2025-04-04,37.0,call,6.0
INTC,2025-04-04,38.0,call,13.0
INTC,2025-04-04,39.0,call,18.0
INTC,2025-04-04,15.0,put,18.0
INTC,2025-04-04,16.0,put,387.0
INTC,2025-04-04,16.5,put,143.0
INTC,2025-04-04,17.0,put,524.0
INTC,2025-04-04,17.5,put,568.0
INTC,2025-04-04,18.0,put,1197.0
INTC,2025-04-04,18.5,put,223.0
INTC,2025-04-04,19.0,put,477.0
INTC,2025-04-04,19.5,put,647.0
INTC,2025-04-04,20.0,put,528.0
INTC,2025-04-04,20.5,put,890.0
INTC,2025-04-04,21.0,put,735.0
INTC,2025-04-04,21.5,put,1494.0
INTC,2025-04-04,22.0,put,1900.0
INTC,2025-04-04,22.5,put,545.0
INTC,2025-04-04,23.0,put,359.0
INTC,2025-04-04,23.5,put,348.0
INTC,2025-04-04,24.0,put,474.0
INTC,2025-04-04,24.5,put,412.0
INTC,2025-04-04,25.0,put,447.0
INTC,2025-04-04,25.5,put,291.0
INTC,2025-04-04,26.0,put,197.0
INTC,2025-04-04,26.5,put,18.0
INTC,2025-04-04,27.0,put,39.0
INTC,2025-04-04,27.5,put,4.0
INTC,2025-04-04,28.0,put,95.0
INTC,2025-04-04,29.0,put,4.0
INTC,2025-04-04,29.5,put,2.0
INTC,2025-04-04,30.0,put,62.0
INTC,2025-04-04,31.0,put,4.0
INTC,2025-04-04,32.0,put,5.0
INTC,2025-04-04,33.0,put,1.0
INTC,2025-04-04,34.0,put,1.0
INTC,2025-04-04,35.0,put,2.0
INTC,2025-04-04,36.0,put,0.0
INTC,2025-04-04,37.0,put,0.0
INTC,2025-04-04,38.0,put,0.0
INTC,2025-04-11,15.0,call,3.0
INTC,2025-04-11,17.0,call,25.0
INTC,2025-04-11,17.5,call,22.0
INTC,2025-04-11,18.0,call,31.0
INTC,2025-04-11,18.5,call,19.0
INTC,2025-04-11,19.0,call,150.0
INTC,2025-04-11,19.5,call,28.0
INTC,2025-04-11,20.0,call,446.0
INTC,2025-04-11,20.5,call,276.0
INTC,2025-04-11,21.0,call,461.0
INTC,2025-04-11,21.5,call,460.0
INTC,2025-04-11,22.0,call,582.0
INTC,2025-04-11,22.5,call,811.0
INTC,2025-04-11,23.0,call,1236.0
INTC,2025-04-11,23.5,call,544.0
INTC,2025-04-11,24.0,call,809.0
INTC,2025-04-11,24.5,call,139.0
INTC,2025-04-11,25.0,call,1406.0
INTC,2025-04-11,25.5,call,119.0
INTC,2025-04-11,26.0,call,1265.0
INTC,2025-04-11,26.5,call,178.0
INTC,2025-04-11,27.0,call,82.0
INTC,2025-04-11,27.5,call,73.0
INTC,2025-04-11,28.0,call,567.0
INTC,2025-04-11,28.5,call,305.0
INTC,2025-04-11,29.0,call,84.0
INTC,2025-04-11,29.5,call,294.0
INTC,2025-04-11,30.0,call,1243.0
INTC,2025-04-11,31.0,call,11.0
INTC,2025-04-11,32.0,call,33.0
INTC,2025-04-11,34.0,call,5.0
INTC,2025-04-11,15.0,put,57.0
INTC,2025-04-11,15.5,put,3.0
INTC,2025-04-11,16.0,put,163.0
INTC,2025-04-11,16.5,put,33.0
INTC,2025-04-11,17.0,put,113.0
INTC,2025-04-11,17.5,put,200.0
INTC,2025-04-11,18.0,put,638.0
INTC,2025-04-11,18.5,put,317.0
INTC,2025-04-11,19.0,put,1035.0
INTC,2025-04-11,19.5,put,365.0
INTC,2025-04-11,20.0,put,404.0
INTC,2025-04-11,20.5,put,394.0
INTC,2025-04-11,21.0,put,180.0
INTC,2025-04-11,21.5,put,250.0
INTC,2025-04-11,22.0,put,362.0
INTC,2025-04-11,22.5,put,738.0
INTC,2025-04-11,23.0,put,105.0
INTC,2025-04-11,23.5,put,395.0
INTC,2025-04-11,24.0,put,85.0
INTC,2025-04-11,24.5,put,61.0
INTC,2025-04-11,25.0,put,84.0
INTC,2025-04-11,25.5,put,61.0
INTC,2025-04-11,26.0,put,200.0
INTC,2025-04-11,26.5,put,48.0
INTC,2025-04-11,27.0,put,130.0
INTC,2025-04-11,27.5,put,75.0
INTC,2025-04-11,28.0,put,3.0
INTC,2025-04-11,29.0,put,0.0
INTC,2025-04-11,30.0,put,1.0
INTC,2025-04-11,31.0,put,1.0
INTC,2025-04-11,32.0,put,0.0
INTC,2025-04-11,33.0,put,7.0
INTC,2025-04-11,34.0,put,1.0
INTC,2025-04-11,35.0,put,0.0
INTC,2025-04-17,10.0,call,556.0
INTC,2025-04-17,11.0,call,7.0
INTC,2025-04-17,12.0,call,446.0
INTC,2025-04-17,13.0,call,241.0
INTC,2025-04-17,14.0,call,294.0
INTC,2025-04-17,15.0,call,543.0
INTC,2025-04-17,16.0,call,250.0
INTC,2025-04-17,17.0,call,1477.0
INTC,2025-04-17,18.0,call,2169.0
INTC,2025-04-17,19.0,call,3335.0
INTC,2025-04-17,20.0,call,8655.0
INTC,2025-04-17,21.0,call,11895.0
INTC,2025-04-17,22.0,call,20917.0
INTC,2025-04-17,23.0,call,21193.0
INTC,2025-04-17,24.0,call,22221.0
INTC,2025-04-17,25.0,call,36812.0
INTC,2025-04-17,26.0,call,13882.0
INTC,2025-04-17,27.0,call,13294.0
INTC,2025-04-17,28.0,call,12818.0
INTC,2025-04-17,29.0,call,6043.0
INTC,2025-04-17,30.0,call,49526.0
INTC,2025-04-17,31.0,call,5968.0
INTC,2025-04-17,32.0,call,12470.0
INTC,2025-04-17,33.0,call,2451.0
INTC,2025-04-17,34.0,call,1221.0
INTC,2025-04-17,35.0,call,7798.0
INTC,2025-04-17,36.0,call,2857.0
INTC,2025-04-17,37.0,call,4770.0
INTC,2025-04-17,38.0,call,904.0
INTC,2025-04-17,39.0,call,1148.0
INTC,2025-04-17,40.0,call,16964.0
INTC,2025-04-17,10.0,put,383.0
INTC,2025-04-17,11.0,put,71.0
INTC,2025-04-17,12.0,put,1757.0
INTC,2025-04-17,13.0,put,4281.0
INTC,2025-04-17,14.0,put,4707.0
INTC,2025-04-17,15.0,put,6635.0
INTC,2025-04-17,16.0,put,10622.0
INTC,2025-04-17,17.0,put,5910.0
INTC,2025-04-17,18.0,put,8032.0
INTC,2025-04-17,19.0,put,12805.0
INTC,2025-04-17,20.0,put,22388.0
INTC,2025-04-17,21.0,put,13866.0
INTC,2025-04-17,22.0,put,13527.0
INTC,2025-04-17,23.0,put,18799.0
INTC,2025-04-17,24.0,put,6293.0
INTC,2025-04-17,25.0,put,4408.0
INTC,2025-04-17,26.0,put,2246.0
INTC,2025-04-17,27.0,put,12363.0
INTC,2025-04-17,28.0,put,858.0
INTC,2025-04-17,29.0,put,440.0
INTC,2025-04-17,30.0,put,937.0
INTC,2025-04-17,31.0,put,212.0
INTC,2025-04-17,32.0,put,602.0
INTC,2025-04-17,33.0,put,244.0
INTC,2025-04-17,34.0,put,3.0
INTC,2025-04-17,35.0,put,115.0
INTC,2025-04-17,36.0,put,4.0
INTC,2025-04-17,37.0,put,0.0
INTC,2025-04-17,38.0,put,0.0
INTC,2025-04-17,40.0,put,1.0
INTC,2025-04-25,15.5,call,1.0
INTC,2025-04-25,18.0,call,20.0
INTC,2025-04-25,19.0,call,18.0
INTC,2025-04-25,20.0,call,1240.0
INTC,2025-04-25,20.5,call,551.0
INTC,2025-04-25,21.0,call,251.0
INTC,2025-04-25,21.5,call,224.0
INTC,2025-04-25,22.0,call,515.0
INTC,2025-04-25,23.0,call,145.0
INTC,2025-04-25,24.0,call,167.0
INTC,2025-04-25,24.5,call,21.0
INTC,2025-04-25,25.0,call,318.0
INTC,2025-04-25,25.5,call,25.0
INTC,2025-04-25,26.0,call,237.0
INTC,2025-04-25,27.0,call,149.0
INTC,2025-04-25,28.0,call,37.0
INTC,2025-04-25,31.0,call,6.0
INTC,2025-04-25,15.5,put,20.0
INTC,2025-04-25,16.0,put,26.0
INTC,2025-04-25,16.5,put,176.0
INTC,2025-04-25,17.0,put,49.0
INTC,2025-04-25,17.5,put,25.0
INTC,2025-04-25,18.0,put,137.0
INTC,2025-04-25,18.5,put,119.0
INTC,2025-04-25,19.0,put,157.0
INTC,2025-04-25,20.0,put,78.0
INTC,2025-04-25,20.5,put,60.0
INTC,2025-04-25,21.0,put,27.0
INTC,2025-04-25,21.5,put,28.0
INTC,2025-04-25,22.0,put,143.0
INTC,2025-04-25,22.5,put,5.0
INTC,2025-04-25,23.0,put,10.0
INTC,2025-04-25,24.0,put,33.0
INTC,2025-05-16,10.0,call,26.0
INTC,2025-05-16,11.0,call,71.0
INTC,2025-05-16,12.0,call,140.0
INTC,2025-05-16,13.0,call,106.0
INTC,2025-05-16,14.0,call,137.0
INTC,2025-05-16,15.0,call,526.0
INTC,2025-05-16,16.0,call,342.0
INTC,2025-05-16,17.0,call,1112.0
INTC,2025-05-16,18.0,call,2044.0
INTC,2025-05-16,19.0,call,2765.0
INTC,2025-05-16,20.0,call,8176.0
INTC,2025-05-16,21.0,call,8441.0
INTC,2025-05-16,22.0,call,28444.0
INTC,2025-05-16,23.0,call,19949.0
INTC,2025-05-16,24.0,call,10481.0
INTC,2025-05-16,25.0,call,41903.0
INTC,2025-05-16,26.0,call,14671.0
INTC,2025-05-16,27.0,call,17160.0
INTC,2025-05-16,28.0,call,20335.0
INTC,2025-05-16,29.0,call,3931.0
INTC,2025-05-16,30.0,call,26022.0
INTC,2025-05-16,31.0,call,9556.0
INTC,2025-05-16,32.0,call,8646.0
INTC,2025-05-16,33.0,call,2332.0
INTC,2025-05-16,34.0,call,1543.0
INTC,2025-05-16,35.0,call,21407.0
INTC,2025-05-16,36.0,call,1222.0
INTC,2025-05-16,37.0,call,469.0
INTC,2025-05-16,38.0,call,666.0
INTC,2025-05-16,39.0,call,173.0
INTC,2025-05-16,40.0,call,2958.0
INTC,2025-05-16,10.0,put,56.0
INTC,2025-05-16,11.0,put,447.0
INTC,2025-05-16,12.0,put,1127.0
INTC,2025-05-16,13.0,put,402.0
INTC,2025-05-16,14.0,put,685.0
INTC,2025-05-16,15.0,put,15777.0
INTC,2025-05-16,16.0,put,3725.0
INTC,2025-05-16,17.0,put,5856.0
INTC,2025-05-16,18.0,put,12235.0
INTC,2025-05-16,19.0,put,25326.0
INTC,2025-05-16,20.0,put,19704.0
INTC,2025-05-16,21.0,put,8548.0
INTC,2025-05-16,22.0,put,15358.0
INTC,2025-05-16,23.0,put,5601.0
INTC,2025-05-16,24.0,put,7992.0
INTC,2025-05-16,25.0,put,4664.0
INTC,2025-05-16,26.0,put,4341.0
INTC,2025-05-16,27.0,put,1571.0
INTC,2025-05-16,28.0,put,1113.0
INTC,2025-05-16,29.0,put,794.0
INTC,2025-05-16,30.0,put,890.0
INTC,2025-05-16,31.0,put,291.0
INTC,2025-05-16,32.0,put,22.0
INTC,2025-05-16,33.0,put,254.0
INTC,2025-05-16,34.0,put,200.0
INTC,2025-05-16,35.0,put,289.0
INTC,2025-05-16,36.0,put,15.0
INTC,2025-05-16,37.0,put,1.0
INTC,2025-05-16,38.0,put,3.0
INTC,2025-05-16,39.0,put,6.0
INTC,2025-05-16,40.0,put,2.0
INTC,2025-06-20,10.0,call,844.0
INTC,2025-06-20,11.0,call,45.0
INTC,2025-06-20,12.0,call,66.0
INTC,2025-06-20,13.0,call,485.0
INTC,2025-06-20,14.0,call,121.0
INTC,2025-06-20,15.0,call,1694.0
INTC,2025-06-20,16.0,call,533.0
INTC,2025-06-20,17.0,call,1302.0
INTC,2025-06-20,18.0,call,2036.0
INTC,2025-06-20,19.0,call,2125.0
INTC,2025-06-20,20.0,call,35935.0
INTC,2025-06-20,21.0,call,4272.0
INTC,2025-06-20,22.0,call,20363.0
INTC,2025-06-20,23.0,call,10038.0
INTC,2025-06-20,24.0,call,7187.0
INTC,2025-06-20,25.0,call,34559.0
INTC,2025-06-20,26.0,call,17111.0
INTC,2025-06-20,27.0,call,18295.0
INTC,2025-06-20,28.0,call,23289.0
INTC,2025-06-20,29.0,call,7595.0
INTC,2025-06-20,30.0,call,48606.0
INTC,2025-06-20,31.0,call,2986.0
INTC,2025-06-20,32.0,call,14281.0
INTC,2025-06-20,33.0,call,21676.0
INTC,2025-06-20,34.0,call,1381.0
INTC,2025-06-20,35.0,call,27926.0
INTC,2025-06-20,36.0,call,501.0
INTC,2025-06-20,37.0,call,145.0
INTC,2025-06-20,38.0,call,9525.0
INTC,2025-06-20,39.0,call,440.0
INTC,2025-06-20,40.0,call,22546.0
INTC,2025-06-20,42.0,call,12738.0
INTC,2025-06-20,45.0,call,16153.0
INTC,2025-06-20,47.0,call,3439.0
INTC,2025-06-20,50.0,call,19889.0
INTC,2025-06-20,55.0,call,3403.0
INTC,2025-06-20,60.0,call,2391.0
INTC,2025-06-20,65.0,call,12035.0
INTC,2025-06-20,10.0,put,663.0
INTC,2025-06-20,11.0,put,212.0
INTC,2025-06-20,12.0,put,2153.0
INTC,2025-06-20,13.0,put,2234.0
INTC,2025-06-20,14.0,put,514.0
INTC,2025-06-20,15.0,put,14793.0
INTC,2025-06-20,16.0,put,12107.0
INTC,2025-06-20,17.0,put,12329.0
INTC,2025-06-20,18.0,put,36506.0
INTC,2025-06-20,19.0,put,15851.0
INTC,2025-06-20,20.0,put,56368.0
INTC,2025-06-20,21.0,put,12061.0
INTC,2025-06-20,22.0,put,4852.0
INTC,2025-06-20,23.0,put,24322.0
INTC,2025-06-20,24.0,put,17584.0
INTC,2025-06-20,25.0,put,19127.0
INTC,2025-06-20,26.0,put,2001.0
INTC,2025-06-20,27.0,put,1862.0
INTC,2025-06-20,28.0,put,21659.0
INTC,2025-06-20,29.0,put,593.0
INTC,2025-06-20,30.0,put,34258.0
INTC,2025-06-20,31.0,put,175.0
INTC,2025-06-20,32.0,put,737.0
INTC,2025-06-20,33.0,put,12714.0
INTC,2025-06-20,34.0,put,72.0
INTC,2025-06-20,35.0,put,1181.0
INTC,2025-06-20,36.0,put,8.0
INTC,2025-06-20,37.0,put,2.0
INTC,2025-06-20,38.0,put,281.0
INTC,2025-06-20,39.0,put,3.0
INTC,2025-06-20,40.0,put,679.0
INTC,2025-06-20,42.0,put,0.0
INTC,2025-06-20,45.0,put,0.0
INTC,2025-06-20,47.0,put,0.0
INTC,2025-06-20,50.0,put,0.0
INTC,2025-06-20,55.0,put,0.0
INTC,2025-06-20,60.0,put,2.0
INTC,2025-06-20,65.0,put,0.0
INTC,2025-07-18,10.0,call,103.0
INTC,2025-07-18,11.0,call,36.0
INTC,2025-07-18,12.0,call,100.0
INTC,2025-07-18,13.0,call,87.0
INTC,2025-07-18,14.0,call,37.0
INTC,2025-07-18,15.0,call,193.0
INTC,2025-07-18,16.0,call,707.0
INTC,2025-07-18,17.0,call,218.0
INTC,2025-07-18,18.0,call,441.0
INTC,2025-07-18,19.0,call,2102.0
INTC,2025-07-18,20.0,call,8103.0
INTC,2025-07-18,21.0,call,1617.0
